event_id,latitude,longitude,event_date,trigger,category,landslide_occurrence,rainfall_1h,rainfall_3h,rainfall_6h,rainfall_12h,rainfall_24h,rainfall_3day,rainfall_7day
1993,26.8073,88.3162,2010-06-16,downpour,landslide,1,1.2,4.3,5.4,9.7,12.1,22.8,64.1
6020,24.5784,91.7227,2014-05-10,rain,landslide,1,0.2,0.8,1.9,7.1,13.9,129.7,212.4
5834,22.3475,91.8123,2014-02-03,unknown,landslide,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7031,27.6163,88.6586,2015-05-24,unknown,landslide,1,0.7,1.3,2.7,10.2,21.1,117.9,184.1
9073,22.1306,95.5488,2015-12-17,mining,landslide,1,0.0,0.0,0.0,0.0,0.0,0.2,0.2
57,27.4459,88.6193,2007-04-11,downpour,landslide,1,0.1,1.8,2.6,7.2,12.8,75.2,148.0
147,22.533,92.899,2007-07-30,downpour,landslide,1,0.0,0.0,0.0,0.0,1.3,11.9,57.2
1611,25.1553,93.028,2010-04-01,downpour,landslide,1,2.0,3.2,9.0,12.1,20.4,116.3,124.3
2025,25.5728,91.885,2010-06-28,downpour,landslide,1,1.1,5.2,8.6,18.8,45.8,134.2,288.0
5343,24.7625,93.4341,2013-08-17,continuous_rain,landslide,1,0.8,2.7,5.9,10.4,12.5,35.6,78.9
6971,27.0987,93.816,2015-06-09,continuous_rain,landslide,1,0.6,2.8,8.4,19.2,43.3,84.2,148.7
9405,26.7223,95.0243,2016-04-19,continuous_rain,landslide,1,1.0,1.1,1.1,4.7,23.1,61.8,83.8
4382,25.1175,92.8573,2012-06-03,downpour,landslide,1,2.6,5.1,7.7,8.8,19.9,148.1,185.5
1112,27.1761,88.5287,2009-08-20,downpour,mudslide,1,0.9,3.6,9.3,12.4,24.5,146.9,499.8
5431,24.9829,93.5063,2013-09-01,continuous_rain,mudslide,1,0.0,0.0,0.0,0.0,1.0,4.8,81.7
78,27.3383,88.6069,2007-05-23,rain,landslide,1,1.3,3.3,5.7,10.1,12.4,27.8,72.7
2253,25.31006064,94.48265093,2010-08-15,downpour,landslide,1,0.2,0.6,1.8,10.3,16.9,45.0,110.5
9119,26.0746,97.3668,2015-12-25,mining,landslide,1,0.0,0.0,0.0,0.0,0.0,0.0,12.6
3997,27.5161,88.5575,2011-09-30,unknown,landslide,1,0.0,1.5,2.0,2.9,4.5,7.8,76.0
2424,23.591,92.9296,2010-09-13,downpour,landslide,1,0.2,0.9,1.0,5.6,6.7,26.8,61.7
3672,25.5125,93.3613,2011-06-29,downpour,landslide,1,0.0,0.0,0.0,0.2,1.1,12.5,24.4
1108,24.9925,93.5,2009-08-20,downpour,landslide,1,0.2,0.9,1.9,2.9,7.1,18.0,84.0
6105,28.9205,95.3429,2014-06-26,continuous_rain,landslide,1,0.1,0.2,1.0,4.4,9.2,50.1,151.3
9168,27.6438,93.871,2016-06-12,downpour,landslide,1,0.2,0.3,0.3,11.2,11.6,37.9,139.7
7021,27.0076,88.251,2015-06-27,downpour,landslide,1,1.2,2.5,4.6,13.7,22.2,51.7,120.9
2555,22.6461,97.3193,2010-10-06,downpour,landslide,1,0.0,0.0,0.0,0.0,0.0,1.1,25.3
8012,25.9703,91.8584,2015-09-06,unknown,landslide,1,0.6,6.0,7.5,7.5,8.0,70.4,466.5
7335,25.5145,90.2023,2015-08-18,continuous_rain,landslide,1,2.1,5.3,9.6,19.4,41.4,72.0,99.0
587,27.2298,94.0989,2008-06-15,downpour,landslide,1,0.0,0.1,0.1,2.5,38.4,86.1,135.0
6019,24.4136,91.7561,2014-05-10,rain,landslide,1,0.2,0.8,1.9,7.1,13.9,129.7,212.4
3560,24.8286,93.5935,2011-05-31,downpour,landslide,1,0.9,5.8,9.8,17.4,29.2,68.0,100.9
3804,23.7118,90.4077,2011-07-19,downpour,landslide,1,0.8,0.8,1.0,4.3,12.5,25.8,39.9
141,25.38,91.88,2007-07-26,rain,landslide,1,3.8,12.6,28.5,62.7,87.0,190.6,346.5
3983,26.1548,91.7351,2011-09-23,downpour,landslide,1,0.0,0.2,0.2,2.1,27.4,65.0,145.7
148,22.479,92.967,2007-07-30,downpour,landslide,1,0.0,0.0,0.0,0.0,1.3,11.9,57.2
1775,27.8965,96.1779,2010-04-21,downpour,landslide,1,1.5,1.6,1.6,3.6,36.5,89.4,210.9
1094,27.15977181,88.63411246,2009-08-16,downpour,landslide,1,3.7,11.6,21.3,51.6,138.3,318.4,404.4
3663,25.6682,94.1099,2011-06-28,downpour,landslide,1,2.9,8.3,11.3,16.5,31.6,66.2,111.4
3643,27.2879,88.2579,2011-06-23,downpour,landslide,1,1.7,3.4,4.4,9.4,19.6,48.5,160.6
2575,25.5242,92.9914,2010-10-09,downpour,landslide,1,2.0,7.7,18.2,35.8,51.7,96.6,108.0
3840,24.6869,93.9157,2011-07-25,downpour,landslide,1,0.0,1.7,1.7,5.2,5.3,16.6,92.9
7385,24.004,93.9815,2015-08-01,continuous_rain,landslide,1,3.9,20.7,49.3,79.5,209.3,471.8,640.6
9681,27.21898773,89.5187916,2010-05-21,downpour,landslide,1,0.2,0.4,0.5,1.4,7.5,39.1,45.2
1027,24.3083,91.7333,2009-05-18,downpour,mudslide,1,2.1,3.1,4.2,15.3,16.9,43.7,93.2
1064,22.2251,92.19,2009-07-31,downpour,landslide,1,0.8,3.0,4.6,8.1,34.3,79.2,132.2
6015,27.9032,96.174,2014-05-08,rain,mudslide,1,1.7,6.1,13.7,23.4,29.4,33.1,39.4
3741,25.4191,94.1079,2011-07-07,rain,landslide,1,0.0,0.5,1.5,6.4,7.5,36.0,122.0
7696,27.4373,90.4678,2015-08-14,mining,landslide,1,3.1,11.5,20.8,30.5,37.4,49.8,100.6
2106,26.8716,94.9921,2010-07-20,downpour,landslide,1,6.5,16.8,23.4,28.7,46.3,90.9,172.6
870,27.4,92.35,2008-10-29,downpour,mudslide,1,0.0,0.2,0.3,1.6,12.2,126.7,132.6
210,27.0713,88.4308,2007-08-25,rain,landslide,1,0.4,1.4,1.5,1.9,31.1,56.4,70.5
9051,26.09748244,91.8744337,2016-07-19,unknown,landslide,1,0.3,0.8,0.9,0.9,26.0,109.0,190.7
2392,27.3702,88.7334,2010-09-04,downpour,landslide,1,0.7,1.9,2.9,5.4,15.8,45.6,134.2
1037,26.89,88.47,2009-06-17,downpour,mudslide,1,4.1,11.4,16.4,17.7,19.1,24.4,35.2
3830,24.3527,94.3429,2011-07-22,downpour,landslide,1,0.0,0.4,1.2,5.7,14.5,94.2,173.0
1091,27.02459801,88.43849551,2009-08-16,downpour,landslide,1,8.0,21.2,45.3,86.7,97.5,282.5,354.5
151,26.8905,88.2789,2007-08-02,rain,mudslide,1,0.6,1.6,2.1,4.1,16.6,44.6,299.6
7076,26.9282,88.4553,2015-07-04,unknown,landslide,1,0.8,1.4,5.8,8.1,18.3,119.0,203.1
4906,26.0977,94.7499,2013-06-07,unknown,landslide,1,0.4,1.3,2.2,4.4,6.3,11.8,26.1
2261,26.9435,88.4445,2010-08-17,downpour,landslide,1,2.3,5.3,10.2,18.3,35.8,120.3,202.6
9333,25.1622,92.0104,2016-02-25,mining,landslide,1,0.0,0.3,5.7,12.0,23.0,23.0,33.6
218,27.0096,88.2548,2007-08-29,rain,landslide,1,0.2,1.0,2.3,5.8,16.9,36.7,113.3
93,26.7324,88.4089,2007-06-13,rain,landslide,1,0.0,0.0,0.0,0.1,0.2,239.9,265.0
3269,28.0791,96.5242,2011-03-22,downpour,landslide,1,3.0,15.4,24.9,33.5,97.7,203.3,232.0
9603,26.8861,88.1704,2016-10-12,downpour,landslide,1,4.7,5.0,8.3,33.3,43.6,113.8,144.6
6990,26.0319,94.5466,2015-06-24,continuous_rain,landslide,1,0.4,2.3,7.4,24.1,32.9,78.2,111.9
1755,27.3341,88.6083,2010-04-17,downpour,landslide,1,0.4,2.0,2.6,3.2,3.2,6.9,25.6
4313,28.4659,95.86,2012-04-08,downpour,landslide,1,1.2,3.1,4.6,9.1,25.9,118.2,122.1
9169,26.1677,94.2442,2016-06-12,continuous_rain,landslide,1,0.1,0.3,0.3,0.6,4.9,72.2,103.8
1995,27.0765,88.4808,2010-06-16,rain,landslide,1,0.5,1.9,2.3,4.9,6.4,14.0,62.0
4435,27.174,95.8011,2012-06-25,downpour,landslide,1,3.8,14.8,25.5,30.2,43.4,109.8,224.1
6222,27.1249,93.7706,2014-10-01,unknown,landslide,1,0.0,0.0,0.0,0.0,0.0,2.7,64.1
5271,26.284,94.5808,2013-08-04,continuous_rain,landslide,1,0.0,0.0,0.0,3.1,3.8,27.3,67.3
7263,25.4477,94.0489,2015-07-22,continuous_rain,landslide,1,1.1,2.0,3.2,10.9,31.4,81.4,179.3
2344,24.7505,93.4221,2010-08-27,downpour,landslide,1,0.3,0.7,1.1,3.6,6.0,31.9,59.1
7369,24.1988,94.1016,2015-08-01,continuous_rain,landslide,1,7.2,25.6,51.5,72.0,164.5,330.8,493.5
2360,27.7276,88.0446,2010-08-29,downpour,landslide,1,0.0,0.0,0.0,2.9,4.2,10.8,59.3
4377,26.1475,91.7356,2012-06-02,downpour,landslide,1,0.0,0.0,0.0,1.4,11.5,56.7,77.2
5430,24.9037,93.487,2013-09-01,continuous_rain,mudslide,1,0.0,0.0,0.0,0.0,1.0,4.8,81.7
4892,27.8776,94.25,2013-06-01,downpour,landslide,1,0.6,0.8,1.1,2.8,24.3,91.9,117.5
3525,25.0672,93.4093,2011-05-22,downpour,landslide,1,0.6,1.4,2.4,5.9,17.6,56.3,93.5
4424,26.149,91.7351,2012-06-20,downpour,landslide,1,4.8,14.6,23.6,32.9,35.2,54.0,114.0
9220,27.1027,88.1218,2016-07-26,downpour,landslide,1,0.6,1.3,5.6,32.0,172.7,240.5,621.8
7264,25.4538,93.9827,2015-07-22,continuous_rain,landslide,1,1.1,2.0,3.2,10.9,31.4,81.4,179.3
5006,26.1147,94.3864,2013-07-01,downpour,landslide,1,2.5,3.6,7.4,20.4,30.8,58.0,110.3
8280,22.3496,91.8138,2015-09-21,rain,landslide,1,1.0,3.5,7.5,13.7,18.0,53.7,56.0
85,22.6368,92.1453,2007-06-11,downpour,mudslide,1,0.0,0.0,0.0,4.0,15.6,30.1,64.4
7279,24.9818,93.5142,2015-07-24,monsoon,mudslide,1,1.3,3.8,7.0,12.8,19.7,95.8,190.4
1963,26.944,88.4441,2010-06-11,downpour,landslide,1,0.0,0.5,1.5,2.9,9.1,36.5,78.5
9335,24.5202,92.7239,2016-05-18,continuous_rain,landslide,1,1.9,5.9,10.4,17.4,34.2,48.4,93.7
6288,26.1985,91.7998,2014-09-22,rain,landslide,1,0.4,0.4,0.5,9.3,20.9,106.7,129.1
256,27.3425,88.6236,2007-09-10,rain,landslide,1,1.9,14.8,26.1,39.8,78.4,251.8,440.9
6966,26.9974,88.4314,2015-06-17,downpour,landslide,1,0.8,2.5,3.1,3.1,13.3,38.5,87.6
258,24.4279,94.0564,2007-09-11,rain,landslide,1,0.0,0.2,0.4,0.9,1.9,11.1,130.6
5087,25.6269,94.1139,2013-07-12,downpour,landslide,1,5.0,7.0,10.2,11.8,14.6,21.7,73.3
2411,27.0011,93.7273,2010-09-10,downpour,landslide,1,0.5,1.3,2.1,9.5,15.3,39.6,96.1
5338,26.8727,94.9275,2013-08-16,rain,landslide,1,3.3,7.5,16.0,23.9,30.2,54.8,120.7
4908,27.3721,88.708,2013-06-08,downpour,landslide,1,0.5,1.9,5.9,10.8,15.6,49.8,90.4
9338,24.4638,92.4943,2016-05-18,continuous_rain,landslide,1,1.5,6.9,12.3,26.8,45.0,66.6,110.0
2282,26.1984,94.8158,2010-08-19,downpour,landslide,1,3.2,7.8,11.8,15.1,27.7,52.8,135.5
6143,23.7327,92.7463,2014-07-14,downpour,landslide,1,0.4,0.8,5.2,13.0,19.4,106.3,131.6
9124,25.203,90.5573,2016-07-19,continuous_rain,translational_slide,1,0.8,0.8,1.4,3.3,38.9,132.3,159.9
2421,23.75406693,92.74128531,2010-09-13,downpour,landslide,1,0.6,0.8,2.5,3.7,8.3,19.6,44.8
2249,26.0814,94.803,2010-08-14,downpour,landslide,1,0.2,0.7,3.3,7.5,12.1,31.6,53.7
8901,25.7902,94.1318,2016-07-10,downpour,landslide,1,0.1,0.5,1.0,2.9,3.7,15.7,126.1
6016,24.8669,92.3576,2014-05-09,rain,landslide,1,4.4,12.9,22.7,29.8,53.9,160.1,224.1
215,25.7428,93.9136,2007-08-28,rain,landslide,1,0.0,1.2,6.0,6.8,61.0,112.0,141.6
2283,24.8961,93.4957,2010-08-19,downpour,mudslide,1,0.2,0.7,1.2,2.5,4.7,33.9,124.0
5533,27.0599,88.4674,2013-09-16,downpour,landslide,1,0.0,0.0,0.0,0.0,0.0,1.7,13.4
7044,26.8366,88.0839,2015-07-01,downpour,landslide,1,0.1,0.2,0.2,4.2,15.7,39.8,97.7
4552,27.0377,88.3603,2012-09-14,downpour,landslide,1,4.0,9.5,13.8,20.7,78.5,112.3,130.0
1099,27.044,89.5744,2009-08-18,downpour,landslide,1,0.7,3.3,4.8,6.3,16.5,333.5,597.9
2281,25.61560252,94.11603493,2010-08-19,downpour,landslide,1,0.4,1.3,6.0,10.1,13.1,22.3,72.7
1996,26.4333,94.8833,2010-06-17,downpour,landslide,1,3.7,7.4,12.0,15.0,15.6,43.5,112.9
7780,23.3572,92.7878,2015-08-26,continuous_rain,landslide,1,0.0,0.0,0.0,2.4,5.2,19.3,104.7
6283,26.1314,91.7548,2014-09-22,rain,landslide,1,0.4,0.4,0.5,9.3,20.9,106.7,129.1
260,27.2084,88.4909,2007-09-11,rain,debris_flow,1,0.6,1.3,5.0,11.8,18.2,161.1,448.8
869,27.2333,94.1167,2008-10-29,downpour,landslide,1,0.0,0.0,0.0,0.0,0.7,45.6,45.7
6656,25.6172,96.3005,2015-01-06,downpour,other,1,0.0,0.0,0.0,0.0,0.0,6.3,6.3
3662,25.03561729,94.0144205,2011-06-28,rain,landslide,1,0.0,0.3,0.7,3.9,8.0,19.2,40.8
285,24.1293,92.6921,2007-09-29,rain,landslide,1,1.6,2.6,2.6,2.6,4.7,19.8,28.9
8930,26.1699,94.4922,2016-07-11,unknown,landslide,1,0.0,0.2,1.4,7.6,10.2,37.1,103.5
4905,26.0977,94.7031,2013-06-07,unknown,landslide,1,0.4,1.3,2.2,4.4,6.3,11.8,26.1
5427,25.3833,94.1884,2013-08-15,downpour,landslide,1,0.5,1.6,1.9,5.2,19.8,49.9,148.1
8339,26.1666,91.7042,2015-09-23,continuous_rain,landslide,1,2.0,7.1,9.1,13.0,24.2,131.4,153.8
9186,25.48,94.1383,2016-07-25,continuous_rain,landslide,1,0.9,3.6,6.4,9.1,16.7,43.5,82.9
8955,25.0821,91.7783,2015-11-16,unknown,landslide,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6792,25.1472,91.7483,2015-02-22,mining,mudslide,1,0.0,0.0,0.0,0.1,5.1,5.7,12.4
5107,25.6269,94.1139,2013-07-15,rain,landslide,1,0.3,1.8,4.4,11.3,14.6,47.4,82.9
6286,26.1044,91.7082,2014-09-22,rain,landslide,1,0.4,0.4,0.4,10.0,22.0,127.8,141.4
7253,24.7979,92.9974,2015-07-22,continuous_rain,landslide,1,1.2,8.5,17.2,23.3,47.1,117.8,350.7
1089,26.7914,88.363,2009-08-16,downpour,landslide,1,1.6,4.7,10.8,15.7,24.0,116.2,196.5
6782,26.8545,88.3372,2011-09-28,rain,landslide,1,0.0,0.0,0.1,2.5,52.8,110.4,205.3
594,24.9336,93.8275,2008-06-19,monsoon,mudslide,1,0.3,0.7,1.3,2.0,6.9,28.6,60.0
7040,26.9978,88.167,2015-07-01,downpour,landslide,1,0.2,6.4,10.0,11.7,15.4,53.4,94.6
3881,27.1034,93.6885,2011-08-05,downpour,landslide,1,1.4,3.4,6.8,14.6,22.7,42.4,59.1
5337,26.4205,94.9731,2013-08-16,rain,landslide,1,2.1,4.3,6.3,10.3,14.6,32.1,84.6
7383,23.899,94.1434,2015-08-01,rain,landslide,1,2.7,15.1,34.5,65.4,193.0,512.5,745.6
3925,27.4888,93.0153,2011-08-15,downpour,landslide,1,3.6,10.9,16.3,19.5,28.6,60.4,133.4
8900,25.0118,94.3136,2016-07-07,monsoon,landslide,1,0.1,0.9,3.2,4.7,5.4,32.6,159.4
4757,28.1193,95.1645,2013-02-18,rain,landslide,1,0.8,4.4,8.9,11.4,12.0,12.1,12.1
4579,26.8016,88.0499,2012-10-01,downpour,landslide,1,0.0,0.1,1.3,1.9,3.9,6.0,10.3
7666,25.1019,93.3729,2015-08-11,continuous_rain,landslide,1,0.0,0.0,0.0,1.3,23.2,33.8,68.6
9308,24.9007,91.8644,2016-02-16,mining,rock_fall,1,0.0,0.0,0.0,0.0,0.0,0.0,9.3
4432,22.3312,91.8252,2012-06-24,downpour,landslide,1,1.6,3.3,6.6,11.6,29.7,60.3,77.5
3813,27.1141,88.4658,2011-07-20,rain,landslide,1,2.1,5.1,8.8,50.0,139.0,168.4,377.9
2113,27.3773,88.559,2010-07-21,downpour,landslide,1,2.9,8.0,19.2,44.2,64.3,143.6,290.3
2045,26.2363,94.8133,2010-07-06,monsoon,mudslide,1,0.1,0.2,1.7,2.2,4.2,43.3,98.4
9321,22.6239,91.6743,2016-05-21,tropical_cyclone,landslide,1,1.9,3.3,5.6,9.7,44.3,141.5,162.6
7701,25.6278,94.1051,2015-08-19,continuous_rain,landslide,1,0.8,7.8,12.0,18.4,20.7,30.3,56.3
2422,23.74182634,92.7141905,2010-09-13,downpour,landslide,1,0.0,0.3,0.3,2.7,4.9,17.1,41.7
6513,23.0137,91.7174,2014-08-14,downpour,mudslide,1,0.6,1.4,1.8,4.5,11.2,37.8,83.3
318,22.894,91.5327,2007-10-19,unknown,landslide,1,0.0,0.0,0.0,2.4,10.7,42.8,96.2
4990,27.3765,88.7628,2013-06-27,downpour,landslide,1,0.4,2.3,4.8,13.3,24.4,83.6,192.5
2248,26.222,94.9152,2010-08-14,downpour,landslide,1,1.2,5.2,9.5,22.1,26.2,56.4,107.4
5268,26.0137,94.5163,2013-08-04,continuous_rain,landslide,1,0.0,0.0,0.0,0.7,1.3,21.3,33.5
